"","Level_1","Level_2","Level_3","Biochar","CORAL1","CORAL2","CORAL3","CORAL4","CORAL5","F4A","F4B","L10A","L10B","L10C","L11A","L11B","L11C","L12A","L12B","L12C","L13A","L13B","L13C","L1A","L1B","L1C","L2A","L2B","L2C","L3A","L3B","L3C","L4A","L4B","L4C","L5A","L5B","L5C","L6A","L6B","L6C","L7A","L7B","L7C","L8A","L8B","L8C","L9A","L9B","L9C","LM","LW0A","LW0B","LW0C","LW1A","LW1B","LW1C","LWFA","LWFB","LWFC","RTB","RTC","S10A","S10B","S10C","S11A","S11B","S11C","S12A","S12B","S12C","S13A","S13B","S13C","S1A","S1B","S1C","S2A","S2C","S3A","S3B","S3C","S4A","S4B","S4C","S5A","S5C","S6A","S6B","S6C","S7A","S7B","S7C","S8A","S8B","S8C","S9A","S9B","S9C","SHG","SW0A","SW0B","SW0C","SW1A","SW1B","SW1C","SWFA","SWFB","SWFC","WA0","WA1","WA2","WA3","WB0","WB1","WB2","WB3","WC0","WC1","WC2","WC3","WW0","WW1","WW2"
"ko00450","1. Metabolism","1.6 Metabolism of other amino acids","Selenocompound metabolism",906.010928961748,1001.91135965278,995.389344262295,935.093199591424,946.556160612769,972.639225181597,1082.77680140598,830.68783068783,836.068418443233,951.737530662305,819.662381352878,914.605056907245,1055.28931673119,849.91014849144,852.083333333333,842.737094837935,833.219122205906,1096.18677042802,1084.16149068323,943.905635648755,1035.75082756545,988.597713967104,821.823105979616,933.512330946698,963.074305161656,927.45885186672,1006.06060606061,956.972111553785,826.217024748437,871.2447176335,1095.30319304755,837.014600807705,864.959417856143,814.957623172208,801.51766004415,897.24959889984,1002.67360488068,1041.62895927602,806.760187040748,919.025978944179,1101.27702617272,826.512195121951,828.26447472781,839.578672632364,991.937997211515,1032.76836158192,889.98658565454,968.973502999544,1280.84911140483,805.227272727272,1315.42553191489,798.025255239119,800.205690778197,813.031290249261,817.412003038744,1052.79187817259,1023.22834645669,800,800,1062.44279176201,1122.72727272727,1000,1153.67412140575,1124.13162705667,1270.94291212316,1224.92285782103,1117.66444937177,1039.16490486258,1082.29485869935,1128.76386687797,980.368098159509,1071.90789473684,1111.83988425368,1020.47481816934,1034.46071904128,1026.56845313691,1308.51825340014,1014.62130417173,863.069139966273,995.982744675115,989.681580008061,994.366197183099,1101.23076923077,998.472912374258,1098.70310328856,1028.98751733703,1269.85324947589,986.017897091723,1329.50075642965,1148.94894894895,1141.23337363966,1115.57887832076,1114.65201465201,1096.98275862069,837.722081218274,1255.55555555556,800,963.538681948424,1175.41570438799,1244.84791322801,1157.68967874231,1329.76009717583,850.257731958763,977.747252747253,1064.00651465798,975.521754510081,1118.20580474934,1094.50973077162,1042.28344298246,1031.13735239279,1018.07141122176,1080.48891588217,947.131104863064,1001.91810344828,1052.35880398671,1061.24390243902,1034.32522317521,1046.193592835,926.361962525723,883.582089552239,1028.69692532943
"ko00460","1. Metabolism","1.6 Metabolism of other amino acids","Cyanoamino acid metabolism",504.918032786885,441.949753776813,462.320696721311,465.582896023952,410.472144096702,448.221270255169,523.31575864089,591.534391534392,580.552801189886,461.304170073589,584.975369458128,527.738022217678,532.185832374176,534.474605126265,560.314417177914,558.723489395758,584.95676293033,656.887159533074,432.608695652174,417.038007863695,453.957267529341,787.844995818233,583.999714916969,549.323786793953,485.592739648327,529.06463267764,718.898071625345,546.613545816732,563.448463421267,388.244333461391,592.32822315529,551.056228642436,574.671144696334,597.187296265251,597.305003679177,529.933531973412,545.738381482146,522.021116138763,596.927187708751,556.494736044838,513.756479959539,576.70731707317,568.930708774965,560.458612975392,480.111539407857,597.966101694916,491.951392724691,490.047918796733,610.720389281295,589.545454545455,621.808510638297,592.060720042987,599.382927665409,601.37889234033,590.726766269942,741.285956006767,430.314960629922,600,600,533.152173913044,425,543.589743589744,562.254678229119,647.714808043876,602.180885182809,576.477569427961,536.585365853658,525.422832980972,518.283963227783,548.652931854199,503.680981595092,486.381578947369,427.007475283337,380.993550157815,475.392809587216,414.605029210059,478.382247673586,476.103685702713,581.239460370995,465.00404421677,473.035066505441,482.863849765258,523.788461538462,431.57193067507,559.518295507179,516.019417475727,613.836477987421,617.225950782999,625.383617894964,574.174174174174,508.262797259171,555.165628074778,486.080586080586,558.908045977011,556.789340101523,522.222222222223,600,553.868194842407,608.187066974595,602.853100683801,580.382775119618,620.482842392955,571.804123711341,507.417582417582,629.967426710097,558.153519632118,610.026385224274,499.042467201392,548.012609649123,485.208203853325,424.896769492348,508.669905860917,495.522232635635,614.806034482758,326.710963455149,392.243902439024,638.42114475757,504.547020323803,415.16300227445,417.910447761194,526.207906295754
"ko00471","1. Metabolism","1.6 Metabolism of other amino acids","D-Glutamine and D-glutamate metabolism",380.327868852459,399.674484600617,398.335040983606,390.244983327298,367.105499371671,395.36226485379,379.613356766257,321.164021164021,318.815071888944,363.69582992641,308.812928030758,345.505349962516,389.662027833003,326.009647214603,317.599693251534,319.547819127651,315.28797519987,347.937743190662,324.223602484472,381.127129750983,393.469756244358,339.698912740452,309.500391989167,370.684168655529,379.636982416336,353.311922922521,354.65564738292,347.211155378486,310.579276584172,371.033422973492,400.22133255216,319.074246660454,343.017072488105,305.36462699078,300.662251655629,344.533577813431,361.654405167773,350.226244343891,303.273213092852,343.353783231084,476.899734479707,312.878048780488,313.930348258707,324.440715883669,376.880177150825,397.062146892655,342.744417265052,359.39528695845,379.837182088346,305.227272727273,382.18085106383,301.598602901666,300.205690778197,302.303204788242,309.050392504431,386.971235194585,422.047244094488,300,300,407.379862700229,361.688311688312,400,383.523505248745,371.846435100548,381.911481719051,378.447661998576,421.581670362158,391.22621564482,449.302008852571,368.066561014263,352.965235173824,408.947368421053,405.618519411623,376.286537669823,397.496671105193,401.524003048006,406.156048675734,395.868772782503,326.580944350759,413.696414127797,394.760177347844,383.568075117371,399.942307692308,382.668767422131,395.229272811487,399.029126213592,404.067085953878,332.326621923937,389.399178733521,441.041041041041,363.260781942765,432.010495244343,395.238095238095,420.689655172414,322.239847715736,366.666666666667,300,369.412607449857,359.815242494226,382.315491629333,430.485304169515,384.451867597935,303.556701030928,367.582417582418,363.355048859935,387.407145383799,354.001759014952,496.21339302369,366.324013157895,343.691733996271,355.258683507408,460.476768903735,321.118400499844,340,354.68438538206,345.878048780488,361.106248906004,315.638994143989,408.664572728258,408.955223880597,463.543191800879
"ko00472","1. Metabolism","1.6 Metabolism of other amino acids","D-Arginine and D-ornithine metabolism",91.2568306010929,104.156581253652,104.84118852459,98.4148773462031,98.3962659326192,105.2523747439,107.439953134153,16.931216931217,16.4972731779871,81.0915780866721,8.51255556890544,69.9379813262455,96.3691535000523,38.919890286579,27.3133946830266,22.1888755502201,13.2974384075706,87.3929961089494,93.4782608695652,79.5543905635649,95.4258200421306,46.6964036799554,8.2246454279809,48.1503579952267,93.3068633011911,56.0016057808109,58.457300275482,67.5298804780876,13.0541202066902,75.7395313100269,100.029294014256,23.9049394221808,21.7744192555276,5.73717053180591,1.35209713024283,47.5819390327756,89.3055804773012,81.447963800905,2.55177020708083,58.7972430508218,99.152863826021,14.3170731707317,16.7063234551879,22.5950782997763,87.3698023456081,100,59.7964175806834,85.9058377166509,162.481163129404,5.22727272727273,160.904255319149,2.83449758194519,0.205690778196778,4.18213501022804,5.85464674601165,63.6209813874788,100,0,0,100.228832951945,125.324675324675,100,140.620721131903,109.323583180987,149.903784477229,140.375029670069,132.815964523282,102.854122621564,98.2975825672455,97.70206022187,94.9897750511247,93.9473684210526,79.6238244514107,96.7750789076437,92.1970705725699,96.4185928371857,26.3421617752326,99.0279465370596,29.5952782462057,100.78188190887,106.126561870214,103.755868544601,104.038461538461,98.8486244091625,98.471514590088,94.5908460471568,161.006289308176,56.2639821029083,164.037173114329,130.43043043043,125.372833534865,124.959002951787,122.710622710623,114.655172413793,21.9225888324873,144.444444444444,0,77.865329512894,122.667436489607,144.022636170715,129.254955570745,166.747646522927,31.3917525773196,64.010989010989,87.785016286645,71.7368234877962,77.9243623570801,98.8372816016912,97.3410087719298,92.0447482908639,84.4789895555016,90.5709079866383,31.1256898885765,80.2370689655172,86.5116279069767,94.9024390243903,77.5249431122003,96.3486048914915,107.224087512184,70.1492537313433,110.834553440703
"ko00473","1. Metabolism","1.6 Metabolism of other amino acids","D-Alanine metabolism",291.256830601093,297.462649194558,291.72643442623,287.173639296774,291.813775357548,293.816353138387,285.881663737552,210.582010582011,215.964303420922,277.452984464432,207.9118106452,266.714373338786,286.627602804228,235.59065544311,224.450408997955,220.668267306923,213.297438407571,295.097276264592,300,272.739187418086,296.298525428829,246.361862280457,207.319506806357,248.289578361178,291.71866137266,254.797270172621,257.685950413223,269.521912350598,213.05412020669,270.457164809835,299.837255476354,222.1963342653,221.942345368038,205.457762876036,201.352097130243,244.235617694247,284.927328189485,282.805429864253,202.551770207081,251.707945163978,297.016057655835,213.682926829268,215.53825077511,221.10365398956,276.80636430739,300,256.790026039612,279.500240209907,286.62855795863,205.227272727273,282.18085106383,202.243417517464,200.205690778197,202.348662777483,205.646999240314,263.620981387479,300,200,200,288.787185354691,300,300,296.622546782291,281.535648994516,283.066067992303,282.055542368859,290.391722099039,290.169133192389,297.037793667007,297.939778129953,293.865030674847,297.236842105264,297.419821557753,296.432002195691,294.354194407457,300,300,294.005670311868,228.66779089376,295.659207333513,294.518339379283,295.774647887324,288.711538461538,293.746212580293,288.605836035201,273.647711511789,286.289308176101,230.648769574944,285.444132267128,294.394394394394,291.717049576784,290.423089537553,300,279.885057471264,220.843908629442,300,200,254.369627507164,265,278.071209620372,287.96992481203,283.085332523535,221.134020618557,264.010989010989,291.530944625407,263.919349133357,287.598944591029,298.942983274265,295.888157894737,291.485394655066,289.264027204275,293.349529304586,227.980839321045,279.935344827586,290.830564784053,294.634146341464,273.936635743042,295.728556665518,292.061085237734,270.149253731343,296.778916544656
"ko00480","1. Metabolism","1.6 Metabolism of other amino acids","Glutathione metabolism",2143.71584699454,2290.94399465821,2189.67725409836,2083.01384077435,2095.20675004488,2236.07748184019,2069.65436438196,806.878306878307,799.975210708974,1965.16762060507,671.362489486964,1646.31636338854,2102.08224338181,1105.32488413884,963.85480572597,908.203281312525,754.168706151086,1983.26848249027,2086.95652173913,1746.65792922674,2290.43033403551,2274.43546138835,619.285867008767,1532.15990453461,2468.91661939875,1563.22761942995,2240.4958677686,2110.35856573705,759.341854772913,1750.30733768728,2392.06457702698,909.723516620069,953.764343688777,605.411194933407,526.278513612951,1348.61333944534,2194.1862551588,1944.49472096531,548.684034736139,1464.60652881921,2525.78075610065,752.756097560975,798.795875693993,885.924683072333,1918.6254408267,2193.5593220339,1502.32778347668,2039.14374407174,2206.72402616536,615.000000000001,2139.62765957447,530.749596990865,502.879670894755,543.851806955072,616.29779691061,2236.04060913706,2350.7874015748,500,500,2128.43249427918,2196.75324675325,2371.79487179487,2188.8178913738,2239.67093235832,2149.00577293137,2212.1053880845,2076.79231337768,2179.96828752643,2435.88695948247,2180.19017432647,2090.081799591,2291.05263157895,2011.28526645768,2237.07973102786,2127.56324900133,2224.4348488697,1375.94846098783,2216.44390441474,1018.19139966273,2281.01914262605,2319.75010076582,2256.80751173709,2225.92307692308,2146.16410132105,2267.67021769338,1865.39528432732,2268.05031446541,1109.6196868009,2236.7300626756,2202.5025025025,2174.68762595728,2098.52410626435,2341.39194139194,1888.36206896552,888.92766497462,2422.22222222222,500,1419.69914040115,1764.2609699769,2024.14524876208,2095.42036910458,2179.31976920741,801.443298969073,1728.84615384615,2124.42996742671,1744.39334984082,1926.82497801231,2580.52602126469,2177.19298245614,2176.84897451833,2116.58974981783,2429.54752505314,1706.14391336041,2161.50862068965,2121.46179401993,2155.39024390244,2065.18466654997,2135.58387874612,2061.76757283656,1744.77611940298,1991.94729136164
"ko00510","1. Metabolism","1.7 Glycan biosynthesis and metabolism","N-Glycan biosynthesis",52.4590163934426,27.1763625740756,45.0051229508197,50.7655391200489,55.2450481718628,48.9662879493388,38.1370826010545,0,2.51611303916708,18.2338511856092,1.225519644359,18.4284059156273,32.2695406508319,4.95602005107349,9.80316973415133,12.3849539815926,3.62212432697014,96.4980544747082,92.8571428571429,34.6002621231979,20.9750225699669,60.6077502090884,4.90342812344095,4.93237867939538,26.1486103233125,10.9193095142513,55.702479338843,51.7928286852589,9.40984498232254,36.7460622358817,2.63646128307782,12.5038831935384,0.671704450041982,0.447052249231629,1.26931567328918,11.9642447856979,28.8892876368204,44.0422322775264,0.347361389445558,13.6181170945997,8.95182703249462,5.41463414634146,8.01788160646045,13.441461595824,16.2880341179365,75.9322033898305,20.2162076856309,41.9030783823403,4.40551257334804,0,3.19148936170213,3.25094035464804,0.205690778196778,0.545495870899311,0,61.4213197969543,12.5984251968504,0,0,15.474828375286,45.7792207792208,0,5.7964399817435,52.1023765996344,2.6940346375882,18.0394018514123,9.46045824094605,31.5010570824524,25.1276813074566,75.2773375594295,61.2474437627812,30.5921052631579,10.9959006510731,24.8662000823384,19.8135818908123,14.7320294640589,6.15604867573371,29.566626164439,17.5379426644182,45.861418172014,25.7154373236598,68.075117370892,18.8461538461538,26.0332080959884,44.5576655859194,14.2163661581137,6.0377358490566,0,5.14372163388805,5.60560560560561,23.3373639661427,14.6933420793703,7.32600732600733,15.3735632183908,5.86928934010152,33.3333333333333,0,5.15759312320917,0.300230946882217,1.88634755953784,11.7566643882433,0.713634983297905,0.721649484536082,24.7252747252747,85.9934853420195,23.7707817474354,78.2761653474055,0.248709817820058,71.7516447368421,65.9726538222498,43.2353655574447,13.300941390829,27.6684369467875,60.2586206896552,38.2724252491694,64.4146341463415,67.2851391563102,105.614881157423,30.6834181739413,29.8507462686567,3.22108345534407
"ko00513","1. Metabolism","1.7 Glycan biosynthesis and metabolism","Various types of N-glycan biosynthesis",0,0,1.22950819672131,1.29706592878027,0,0.81951946358726,2.16754540128881,84.1269841269841,83.7878036688151,13.0825838103025,91.3312507509312,32.6313637292987,10.6309511352935,62.6690627068949,74.4759713701431,73.2893157262905,86.441507586882,3.57976653696498,0,22.5425950196592,0.331026181161601,52.1884583217173,92.5949682845129,49.4630071599045,5.10493477027793,39.582496989161,41.3223140495868,21.7131474103586,82.3769377209682,0,0.162744523646779,71.03137620379,77.6098516652673,94.4677284157586,98.1880058866814,48.7966995186798,3.30163287277947,6.93815987933635,97.2611890447562,46.5954707263501,0.632191174611202,84.8048780487805,80.5609632994448,75.2609992542879,18.3055851718199,0,44.2357768484179,2.95642961849739,4.25145012333415,94.7727272727273,3.72340425531915,95.5803331542181,99.7943092218032,97.4543526024699,93.6844770828058,35.0253807106599,0,100,100,10.1258581235698,0,0,9.21953445915107,19.1956124314442,10.6478511866581,9.39947780678851,6.65188470066519,7.82241014799154,0.612870275791624,0,0,0,0,2.79950596953479,12.4633821571238,0,0,6.15633859862292,69.6669477234401,2.66918306821246,9.27045546150746,10.3286384976526,1.38461538461538,0.775663555932614,0,21.0124826629681,5.9958071278826,69.3512304250559,3.46877026150854,11.2112112112112,2.11608222490931,2.09904886848147,0,17.2413793103448,76.0469543147208,0,100,40.8309455587393,28.4872979214781,9.66753124263145,16.4046479835954,2.30792590343152,76.8556701030928,35.989010989011,5.21172638436482,33.1093031482137,0,0,0,0,0,0,0,0,0,2.82926829268293,0,0,0,0,0
"ko00531","1. Metabolism","1.7 Glycan biosynthesis and metabolism","Glycosaminoglycan degradation",100,106.543694182456,107.402663934426,104.59377516443,99.4494644246305,103.948593779102,127.299355594611,268.253968253968,267.327714427367,125.654129190515,279.634747086387,162.482109997956,132.834571518258,225.33812541379,246.906952965235,246.09843937575,272.621961168217,106.147859922179,100,161.336828309305,98.3147758049955,202.927237245609,289.979331480294,198.747016706444,110.209869540556,176.595744680851,179.889807162535,143.426294820717,263.720424258907,87.4375720322705,101.288936627282,243.553898726313,255.443604813882,288.935456831518,295.916114790287,194.934677973871,103.445182128117,113.876319758672,294.522378089512,193.009164583807,103.009229991149,269.365853658536,260.566731559594,252.889634601044,143.106700565899,100,180.438728004419,93.625198635115,166.002710825623,289.545454545454,172.074468085106,289.038151531435,299.588618443606,296.545192817638,287.368954165612,170.05076142132,100,300,300,130.434782608696,125.324675324675,100,157.599269739845,151.919561243144,171.840923669018,156.966532162354,136.363636363636,118.498942917548,98.2635342185904,105.54675118859,98.8752556237219,98.2894736842105,97.4198215577526,104.116920543434,107.882822902796,103.759207518415,100,112.636695018226,239.35497470489,101.779455378808,107.738814993954,113.615023474179,114.75,103.248091140468,106.021306160259,158.599167822469,163.396226415095,264.317673378076,170.996325913118,139.239239239239,133.172108020959,131.485733027222,122.710622710623,147.701149425288,253.553299492386,144.444444444444,300,202.292263610315,204.180138568129,170.832350860646,145.796308954203,168.843000303675,261.958762886598,171.978021978022,105.211726384365,166.218606296428,100.791556728232,98.9429832742648,100,98.8812927284027,90.2356084527569,93.5317339811722,98.7920441528689,97.4784482758621,96.6777408637874,102.09756097561,100.105023630317,100,116.246073865483,100,96.7789165446559
"ko00603","1. Metabolism","1.7 Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - globo and isoglobo series",38.7978142076503,60.9798848176279,50.640368852459,45.694551782655,31.4762731135181,37.2881355932204,34.8564733450498,172.486772486773,178.011898859693,36.7130008176614,184.194401057311,95.3860832822191,64.4135188866799,139.241464106687,155.444785276074,154.401760704282,181.775167237722,28.4824902723736,17.7018633540373,67.4967234600262,79.6268432139633,121.884583217173,186.201981327062,142.044550517104,27.5666477595008,130.509835407467,117.02479338843,73.9043824701195,177.046505303236,60.6991932385709,97.3537740455033,145.355700528114,176.770221102715,193.145198845115,197.415378955114,135.686454274582,54.9793647945451,42.8355957767723,196.913827655311,127.228660152996,88.3550385636617,175.634146341463,165.859110245872,158.873974645787,81.6698105470352,52.7683615819209,115.473842026355,73.2948176252479,16.6690519687161,189.545454545455,13.8297872340426,196.090811391725,199.588618443606,195.075384498826,191.663712332236,119.458544839256,87.4015748031496,200,200,68.850114416476,4.54545454545454,28.2051282051282,46.371519853948,60.1462522851919,33.6754329698525,21.0301447899359,29.7856614929786,60.3594080338266,77.0854613551242,27.4960380348653,33.1288343558282,66.9078947368421,57.7043646009163,74.8730616165775,73.9813581890812,70.2057404114808,16.1775232641374,66.8691778047792,147.744519392917,43.5966567808035,74.7682386134624,36.6197183098591,63.9423076923077,64.3800751424069,48.4483557202409,66.2968099861303,19.3710691823899,138.702460850112,15.3663280743462,46.7467467467467,29.0407093913745,34.4375204985241,57.8754578754579,48.132183908046,162.277918781726,22.2222222222222,200,92.6217765042981,60.6812933025404,23.6736618722,42.7204374572796,5.10173094442757,153.711340206186,104.67032967033,40.8794788273615,105.978068623983,14.5118733509235,99.7699434185164,49.3009868421053,9.97513983840895,50.3279086713626,87.2760400850289,8.33072998021452,5.77586206896552,45.1827242524917,39.4146341463415,29.7391913180466,5.40819841543231,20.5783602296112,34.3283582089552,19.4729136163983
"ko00604","1. Metabolism","1.7 Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - ganglio series",0,0,1.22950819672131,1.29706592878027,0,0.81951946358726,2.16754540128881,84.1269841269841,83.7878036688151,13.0825838103025,91.3312507509312,32.6313637292987,10.6309511352935,62.6690627068949,74.4759713701431,73.2893157262905,86.441507586882,3.57976653696498,0,22.5425950196592,0.331026181161601,52.1884583217173,92.5949682845129,49.4630071599045,5.10493477027793,39.582496989161,41.3223140495868,21.7131474103586,82.3769377209682,0,0.162744523646779,71.03137620379,77.6098516652673,94.4677284157586,98.1880058866814,48.7966995186798,3.30163287277947,6.93815987933635,97.2611890447562,46.5954707263501,0.632191174611202,84.8048780487805,80.5609632994448,75.2609992542879,18.3055851718199,0,44.2357768484179,2.95642961849739,4.25145012333415,94.7727272727273,3.72340425531915,95.5803331542181,99.7943092218032,97.4543526024699,93.6844770828058,35.0253807106599,0,100,100,10.1258581235698,0,0,9.21953445915107,19.1956124314442,10.6478511866581,9.39947780678851,6.65188470066519,7.82241014799154,0.612870275791624,0,0,0,0,2.79950596953479,12.4633821571238,0,0,6.15633859862292,69.6669477234401,2.66918306821246,9.27045546150746,10.3286384976526,1.38461538461538,0.775663555932614,0,21.0124826629681,5.9958071278826,69.3512304250559,3.46877026150854,11.2112112112112,2.11608222490931,2.09904886848147,0,17.2413793103448,76.0469543147208,0,100,40.8309455587393,28.4872979214781,9.66753124263145,16.4046479835954,2.30792590343152,76.8556701030928,35.989010989011,5.21172638436482,33.1093031482137,0,0,0,0,0,0,0,0,0,2.82926829268293,0,0,0,0,0
"ko00540","1. Metabolism","1.7 Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis",1274.86338797814,1131.02412152575,1104.09836065574,1186.86612658283,1180.21662378074,1228.4596759173,1274.57527826596,179.89417989418,189.972731779871,1073.07849550286,137.162080980416,889.259183534383,1117.59966516689,474.964532299253,341.628323108384,337.5150060024,154.168706151085,1297.04280155642,1258.07453416149,826.867627785059,1137.40595847126,1492.38918316142,86.4015394483643,648.249801113763,1158.7067498582,669.329586511442,1397.24517906336,1152.78884462151,187.353821049768,883.192470226662,1195.96719070403,407.921714818266,243.268961656871,66.2382415944864,15.3329654157469,567.911987164795,1160.77516597883,1260.4826546003,29.5390781563126,636.052412330531,1141.42116576053,194.243902439024,252.145071742736,290.324384787472,933.141966702206,1213.5593220339,747.250059180935,1016.66933566563,1455.5062593132,57.5000000000001,1464.36170212766,37.0768404083826,2.26259856016456,39.5787559663611,78.202076475057,1302.19966159052,1113.77952755906,0,0,1093.7643020595,1348.37662337662,1100,1306.52670013692,1286.83729433272,1385.95253367543,1451.34108711132,1326.0162601626,1156.81818181818,1153.96663261832,1287.48019017433,1256.95296523517,1204.34210526316,1372.24499638293,1127.74804446274,1277.94940079893,1183.87096774194,1847.8883321403,1142.52733900365,375.252951096121,1165.67808034511,1103.78879484079,1131.45539906103,1284,1182.51121076233,1274.89578508569,984.674063800278,1379.95807127883,465.212527964206,1465.34471579857,1313.41341341341,1350.56428859331,1226.00852738603,1217.21611721612,1157.61494252874,311.484771573604,1355.55555555555,0,806.661891117478,1124.23787528868,1378.42489978778,1363.63636363636,1546.94807166717,383.659793814433,725.54945054945,1238.43648208469,782.773257870534,1396.39401934917,1107.64782689797,1171.02521929825,1189.37228091983,1259.43648287588,1180.30671120559,1620.13953972717,1270.15086206897,1199.53488372093,1177.09756097561,1262.64659548398,1182.50086117809,1162.07083288205,1353.73134328358,1067.78916544656
"ko00550","1. Metabolism","1.7 Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis",1798.90710382514,1822.85285034638,1854.7643442623,1847.76553371561,1862.19855185207,1866.00856770348,1798.88693614529,1714.81481481482,1713.44819038175,1786.32461161079,1712.01489847411,1752.79084031895,1748.82285235953,1736.0824742268,1726.86605316973,1732.71308523409,1707.42372328275,1866.45914396887,1931.98757763975,1855.57011795544,1789.91874811917,1746.13883468079,1721.52376879766,1745.94272076372,1786.38684061259,1736.81252509032,1743.47107438017,1730.4780876494,1712.26543377754,1758.52862082213,1708.55385216288,1747.2972972973,1721.8863699972,1702.21663406911,1700.65305371597,1754.96218198487,1771.68490938453,1840.27149321267,1701.24248496994,1728.92524426267,1804.43798204577,1724.21951219512,1723.7940731127,1746.27143922446,1755.28581973263,1865.08474576271,1769.45474631106,1801.03598221215,1649.54244294217,1705.22727272727,1620.21276595745,1704.51370231059,1700.41138155639,1699.31813016138,1705.56090149405,1787.64805414552,1798.8188976378,1700,1700,1721.53890160183,1820.77922077922,1728.20512820513,1686.62711090826,1726.69104204753,1637.07504810776,1741.39568003798,1728.60310421286,1732.92811839323,1821.51855635002,1869.01743264659,1882.51533742331,1760.72368421053,1715.57752592235,1786.42788527515,1763.27563249001,1786.51257302515,1573.8725841088,1792.83110571082,1739.27065767285,1753.32973847398,1765.65900846433,1772.30046948357,1766.53846153846,1802.96933705005,1829.04122278833,1780.37447988904,1683.73165618449,1679.41834451902,1628.8307758807,1717.11711711712,1750.16122531237,1751.68907838636,1754.57875457876,1742.95977011494,1735.08883248731,1777.77777777778,1700,1703.00859598854,1648.41801385681,1631.95001178967,1717.4982911825,1610.50713634983,1698.29896907216,1809.06593406593,1884.52768729642,1791.33356915458,1822.25153913808,1798.87458807436,1880.81140350877,1905.53138595401,1827.47145980083,1805.42058912845,1900.63521816099,1890.23706896552,1849.36877076412,1885.78048780488,1899.26483458778,1951.77402686876,1897.82302610203,1919.40298507463,1803.22108345534
"ko00511","1. Metabolism","1.7 Glycan biosynthesis and metabolism","Other glycan degradation",0,5.0747016108839,24.4364754098361,33.6696697345878,18.0001196816468,19.8919724343453,24.3116578793204,252.380952380952,252.032721864155,41.5167620605068,273.236813648925,99.1208341852382,35.7643612012138,188.007188120685,220.360429447853,224.949979991997,260.368738782836,52.0622568093385,17.0807453416149,61.8610747051114,9.78031898886548,159.241706161137,277.784904853539,148.568019093079,19.3987521270561,130.309112806102,126.997245179063,65.1394422310757,251.264617895023,50.249711870918,0.709566123099957,216.449207828518,232.829554995802,283.403185247276,296.403605592347,162.892505157002,17.8718822896106,37.1040723981901,291.783567134269,142.66454593653,5.1586799848274,255.536585365854,244.905905256327,233.184190902312,57.147543672599,28.7005649717514,135.121912727847,57.3116200002464,16.7953326654488,284.318181818182,23.936170212766,296.198280494358,299.38292766541,292.560042427457,281.053431248417,119.289340101523,0,300,300,38.9016018306636,0,0,20.5385668644454,59.7806215722121,23.4765875561257,29.4327082838832,52.0325203252033,26.6384778012685,11.4061967994552,21.2361331220285,20.2453987730062,6.31578947368421,3.4965034965035,7.79470289556745,36.9640479360852,0.508001016002032,0,20.6561360874848,214.629005059022,8.49285521703965,31.8419991938734,17.1361502347418,15.9038461538462,12.7014907283966,18.805002315887,81.0679611650486,26.0377358490566,209.731543624161,15.9822779338664,90.09009009009,9.69367190648932,51.1643161692358,0,122.413793103448,228.140862944162,0,300,135.028653295129,82.8290993071593,33.1525583588777,115.242652084757,4.34254479198299,230.567010309278,107.967032967033,62.5407166123778,106.685532366466,31.7502198768689,1.18137163464528,29.4407894736842,12.5543816034804,18.6057809084285,10.4767689037352,12.9542851192336,22.2198275862069,1.99335548172757,24.7317073170732,27.7087344652547,22.4595246296934,0,26.865671641791,58.2723279648609
