"","Level_1","Level_2","Level_3","Biochar","CORAL1","CORAL2","CORAL3","CORAL4","CORAL5","F4A","F4B","L10A","L10B","L10C","L11A","L11B","L11C","L12A","L12B","L12C","L13A","L13B","L13C","L1A","L1B","L1C","L2A","L2B","L2C","L3A","L3B","L3C","L4A","L4B","L4C","L5A","L5B","L5C","L6A","L6B","L6C","L7A","L7B","L7C","L8A","L8B","L8C","L9A","L9B","L9C","LM","LW0A","LW0B","LW0C","LW1A","LW1B","LW1C","LWFA","LWFB","LWFC","RTB","RTC","S10A","S10B","S10C","S11A","S11B","S11C","S12A","S12B","S12C","S13A","S13B","S13C","S1A","S1B","S1C","S2A","S2C","S3A","S3B","S3C","S4A","S4B","S4C","S5A","S5C","S6A","S6B","S6C","S7A","S7B","S7C","S8A","S8B","S8C","S9A","S9B","S9C","SHG","SW0A","SW0B","SW0C","SW1A","SW1B","SW1C","SWFA","SWFB","SWFC","WA0","WA1","WA2","WA3","WB0","WB1","WB2","WB3","WC0","WC1","WC2","WC3","WW0","WW1","WW2"
"ko04122","2. Genetic Information Processing","2.3 Folding, sorting and degradation","Sulfur relay system",1016.39344262295,859.385694015524,883.657786885246,897.620424464825,887.720663036323,935.239336934252,931.048623315758,355.555555555556,311.861675756073,908.074407195421,289.92550762946,757.036734137531,857.423877785916,498.354298685331,422.085889570553,430.532212885154,290.22679066732,903.579766536965,860.869565217392,743.119266055046,859.073126692747,1189.71285196543,254.536383721759,578.16229116945,867.441860465116,614.211160176636,1109.69696969697,952.589641434262,335.898830568398,864.271993853246,898.427887901572,479.139484311898,335.236495941785,237.384744341995,210.412067696836,539.903735961494,895.90884622286,951.432880844646,217.715430861723,589.676588654094,839.979769882413,320.975609756098,371.829259499604,393.847874720358,763.429836791602,887.457627118643,652.552671032904,877.516968674164,1103.68823821591,231.363636363636,1056.64893617021,228.465878559914,201.851217003771,223.744223047201,247.009369460623,1027.24196277496,851.574803149606,200,200,862.929061784897,1000,871.794871794872,1004.15335463259,983.729433272395,1013.34188582425,1147.02112508901,1010.49519586105,895.718816067653,847.974123255022,889.698890649762,958.691206543967,900.394736842105,972.679045092838,876.904075751339,927.190412782956,890.170180340361,1112.5268432355,844.673957067639,420.573355817875,891.480183337827,873.59935509875,909.389671361502,986.711538461538,899.818203854077,955.44233441408,837.725381414702,1089.97903563941,491.387024608501,1086.75167495137,1029.22922922923,1014.99395405079,1043.35847818957,911.721611721613,953.01724137931,402.379441624366,977.777777777777,200,678.008595988539,869.122401847576,995.708559302051,1013.05536568694,1081.36957181901,443.092783505154,609.34065934066,869.381107491857,636.717368234878,952.242744063325,809.264440713798,876.356907894737,925.512740832816,950.157881952877,865.639234740358,1437.47787149849,1046.18534482759,918.13953488372,853.341463414634,934.3427271136,879.641749913882,1016.93923968374,1250.74626865672,1030.45387994143
"ko03050","2. Genetic Information Processing","2.3 Folding, sorting and degradation","Proteasome",0,5.00792922126702,18.9036885245902,26.103451816703,21.8299323798695,14.192587073943,9.13884007029876,0,0,0,0.360446954223237,1.55387446329994,0.87893690488647,0,2.2239263803681,5.64225690276111,0.783162016642194,0,0,18.086500655308,6.13903099608786,0,0.256574727389352,0,5.10493477027794,15.8972300281012,5.45454545454546,26.2948207171315,13.7068262170247,85.977718017672,0,0,1.34340890008396,0,1.37969094922737,11.2766445106578,5.16777319217658,0,0.561122244488979,5.08975232901612,0,0,2.94181267575168,4.02684563758389,10.6290494546051,0,3.31413240748047,41.3900146589634,6.81915762356565,0,9.57446808510639,7.17356260075227,0,0,0,4.06091370558375,0,0,0,3.77574370709382,0,0,0,0,0,1.42416330405886,0,5.07399577167018,0,0,3.37423312883436,3.15789473684211,0,6.75174969123096,0,0,0,0,0,9.7061202480453,7.9806529625151,12.6760563380282,5.42307692307693,10.9077687553024,0,0,5.78616352201257,0,10.3090555435487,0,1.33010882708585,12.9878648737291,0,12.9310344827586,0,0,0,0,0,0,0,0,0,0,0,0,2.63852242744063,0,3.53618421052632,6.5257924176507,0,0,0,0,6.37873754152824,8.34146341463415,1.41781900927709,4.96038580778505,0,0,9.66325036603221
"ko03018","2. Genetic Information Processing","2.3 Folding, sorting and degradation","RNA degradation",1532.7868852459,1498.8064435356,1490.44569672131,1469.70756567747,1483.31039435103,1504.84261501211,1540.2460456942,1589.41798941799,1585.64700049579,1574.48896156991,1596.76198486123,1529.30552715873,1509.47996233128,1577.13042655821,1577.08333333333,1581.03241296519,1584.74465655082,1495.87548638132,1486.95652173913,1512.05766710354,1498.94673487812,1570.28157234458,1594.80436177037,1552.98329355609,1548.66704480998,1507.46688077078,1534.10468319559,1495.41832669323,1566.4400326353,1422.16673069535,1405.80346971324,1590.07455731594,1575.48278757347,1590.8540560678,1596.80831493745,1546.7797387119,1486.20132783061,1521.71945701357,1595.39078156313,1531.43982428236,1508.21848526995,1591.65853658536,1588.30485254885,1582.04697986577,1530.51751004675,1508.24858757062,1550.48528367395,1471.12800108402,1618.49254522954,1600,1622.34042553191,1589.05158516926,1599.7943092218,1600.81824380635,1595.20384907572,1538.40947546531,1500,1600,1600,1506.06407322655,1575.97402597403,1571.79487179487,1562.43724326791,1554.66179159049,1603.91276459269,1617.6833610254,1543.45898004435,1491.33192389006,1509.3973442288,1501.26782884311,1518.0981595092,1489.21052631579,1505.23269833615,1529.06545903664,1510.06657789614,1519.65963931928,1363.27845382963,1515.67436208992,1577.6981450253,1492.4238339175,1506.52962515115,1488.02816901409,1518.17307692308,1508.50805962914,1531.6813339509,1548.40499306519,1606.62473794549,1623.93736017897,1619.26734385131,1583.28328328328,1573.17613865377,1544.53919317809,1557.50915750916,1545.97701149425,1584.89847715736,1588.88888888889,1600,1564.68481375358,1621.02771362587,1601.39118132516,1577.23855092276,1618.09899787428,1598.14432989691,1535.98901098901,1513.02931596091,1534.94870887867,1484.08091468778,1500.84561338059,1528.90625,1507.30267246737,1546.19868836531,1502.41421196477,1577.08007914193,1525.86206896552,1540.66445182724,1504.58536585366,1538.5086644495,1508.23286255598,1540.06281815228,1589.55223880597,1479.50219619326
"ko03030","2. Genetic Information Processing","2.4 Replication and repair","DNA replication",1602.73224043716,1533.73674985393,1539.90778688525,1548.36920981663,1544.25827299384,1563.90389271745,1500.23432923257,1422.22222222222,1420.77342588002,1523.46688470973,1414.65216868918,1486.03557554692,1502.54263890342,1451.70717866263,1435.17382413088,1437.39495798319,1418.45325501713,1545.05836575875,1595.96273291925,1490.82568807339,1521.90791453506,1507.91747978812,1407.8397833369,1457.63723150358,1517.41349971639,1470.61421116018,1512.61707988981,1531.67330677291,1423.98694587979,1535.7087975413,1501.4549360414,1434.76234855545,1423.34172963896,1405.97932383347,1402.58462104489,1455.55810222324,1522.4295711466,1538.15987933635,1403.08617234469,1468.11330758161,1504.3874067518,1417.9756097561,1427.19013627515,1429.94034302759,1493.2256212581,1547.90960451977,1471.12759409769,1532.02737161088,1419.05323152303,1405.22727272727,1403.45744680851,1402.29715206878,1400.61707233459,1400.96977043715,1407.21195239301,1497.96954314721,1532.28346456693,1400,1400,1506.32151029748,1520.45454545455,1571.79487179487,1480.23733455043,1490.49360146252,1416.61321359846,1437.74032755756,1460.38433111604,1508.35095137421,1516.10486891386,1538.58954041204,1528.73210633947,1540.72368421053,1587.4367012298,1540.55166735282,1531.29161118509,1532.53746507493,1727.12956335004,1515.55285540705,1441.54721753794,1543.5157724454,1526.76340185409,1540.84507042253,1508.98076923077,1509.0534480669,1503.47383047707,1464.14701803051,1424.98951781971,1406.71140939597,1416.70628917225,1515.01501501502,1490.3466344216,1490.84945883896,1498.1684981685,1470.40229885058,1433.85152284264,1511.11111111111,1400,1450.71633237822,1410.98152424942,1424.52251827399,1476.76008202324,1403.50744002429,1409.38144329897,1494.23076923077,1531.75895765472,1488.99893880439,1578.62796833773,1501.63526705217,1533.29221491228,1596.92355500311,1542.5309691523,1514.89523231096,1508.46610434239,1586.85344827586,1553.35548172757,1557.0243902439,1528.67145107649,1568.27419910437,1573.63803747428,1616.41791044776,1552.12298682284
"ko03410","2. Genetic Information Processing","2.4 Replication and repair","Base excision repair",1050.27322404372,1106.66889241299,1069.97950819672,1064.6733285414,1091.81975943989,1097.5973179363,1136.32103104862,924.338624338624,934.08527516113,1054.04742436631,920.659617926228,990.731275131193,1071.08925394998,962.451527475646,945.616053169734,943.13725490196,926.839614945342,1063.34630350195,1080.4347826087,1044.82306684142,1118.53746614505,1061.10956230834,914.033212173046,1032.39856801909,1143.05161656268,1016.21838619028,1066.44628099174,1069.1235059761,935.191732390537,1052.86208221283,1004.97347264265,943.103448275862,965.155331654073,907.301853404117,902.823767476085,1009.46596378639,1048.23254979365,1060.93514328808,905.59786239145,982.488828296599,1185.66190415982,930.024390243902,932.338308457712,943.008948545862,1089.23152628557,1123.38983050847,1022.72547936558,1048.76076325158,1209.64026838858,915.681818181818,1225.26595744681,903.264373992477,900.61707233459,908.046064095765,913.983286908078,1094.75465313029,1165.35433070866,900,900,1087.9290617849,1138.96103896104,1128.20512820513,1119.67138293017,1129.61608775137,1182.80949326491,1172.08639924045,1163.93200295639,1067.75898520085,1156.21382362955,1114.58003169572,1076.99386503067,1080.65789473684,1032.31251507114,1081.95416495128,1047.35019973369,1096.77419354839,888.475304223336,1132.03726204941,954.405564924115,1094.93124831491,1097.62192664248,1073.70892018779,1125.76923076923,1135.18361410738,1140.6206577119,1081.48404993065,1222.51572327044,1017.5615212528,1229.51156256754,1179.37937937938,1120.33454252318,1180.71498852083,1205.86080586081,1139.94252873563,941.116751269036,1188.88888888889,900,1042.83667621776,1133.91454965358,1190.80405564725,1166.91729323308,1231.05071363498,941.958762886598,1051.92307692308,1082.08469055375,1060.48814998231,1036.41160949868,1196.02064291488,1109.18311403509,1094.65506525792,1067.08768520768,1164.80412997267,1032.55232739769,1076.33620689655,1077.20930232558,1080,1093.85611762647,1089.70031002411,1062.46073865483,1083.58208955224,1173.06002928258
"ko03420","2. Genetic Information Processing","2.4 Replication and repair","Nucleotide excision repair",791.256830601092,788.506802437192,791.803278688524,794.883615355099,820.830590628927,806.090519649842,790.041007615699,872.486772486772,880.68914229053,772.301717089125,886.363090231888,793.736795474682,776.697708485926,847.999621677859,863.81646216769,868.7474989996,883.504650024474,812.451361867704,865.217391304348,821.494102228047,786.819139331928,740.869807638695,892.716128572447,834.00954653938,794.498014747589,818.867924528302,750.909090909091,795.019920318725,883.763937992929,815.827890895121,704.823747680891,861.199130164648,878.673383711167,890.630529943187,898.188005886681,842.287416914967,760.793109635743,807.08898944193,896.673346693387,820.578656365978,798.419522063472,883.878048780488,876.782752902156,873.918717375093,806.848191585337,818.531073446328,824.706068018622,782.327941955432,713.104568835608,894.772727272727,714.095744680851,894.223535733476,900,895.408743086597,891.916940997721,762.605752961083,798.818897637795,900,900,773.741418764302,795.12987012987,800,730.305796439982,770.383912248629,714.175753688262,732.565867552812,748.263118994826,764.957716701903,799.93190330269,827.654516640254,800.511247443762,777.894736842105,789.799855317097,776.684506655688,764.553928095872,777.774955549911,868.0744452398,796.15228837586,865.535413153457,799.406848207064,773.155985489722,793.896713615023,759.26923076923,791.96461035026,777.72116720704,788.280166435507,726.079664570231,843.736017897092,716.338880484115,762.562562562563,755.360741636437,764.676943260086,784.615384615384,769.109195402299,870.653553299493,788.888888888889,900,805.659025787966,758.025404157044,729.568497995756,752.084757347914,702.915274825388,854.432989690722,856.318681318682,810.260586319218,840.856031128405,817.326297273528,799.048684946839,792.831688596491,841.796146674953,782.973038620355,801.396902520498,734.17681974383,800.064655172414,799.401993355482,831.463414634146,796.341676877297,852.152945229073,789.526697714719,820.89552238806,782.723279648609
"ko03430","2. Genetic Information Processing","2.4 Replication and repair","Mismatch repair",1753.00546448087,1656.28912444704,1650.87090163934,1648.65726654164,1663.16797319131,1680.0894021233,1622.49560632689,1773.54497354497,1777.09469509172,1680.6827473426,1785.11354079058,1716.89497716895,1676.34194831014,1752.12333301807,1759.22801635992,1762.84513805522,1781.23674335128,1708.24902723735,1774.22360248447,1652.1625163827,1637.40595847126,1675.49484248676,1787.18551778205,1704.23627684964,1637.32274532048,1690.32517061421,1663.96694214876,1659.3625498008,1757.62850149578,1568.93968497887,1697.5100087882,1766.60453557005,1755.7794570389,1794.31871099935,1795.30905077263,1697.45587898235,1666.39153059393,1710.70889894419,1795.77822311289,1725.94107399833,1612.54267290429,1778.68292682927,1773.23527291081,1757.66219239374,1650.45517920118,1666.4406779661,1694.50011836187,1603.74604269577,1522.06965643232,1789.54545454545,1501.86170212766,1779.28533046749,1800.2056907782,1793.65103416926,1790.3367941251,1637.05583756345,1644.88188976378,1800,1800,1674.82837528604,1678.8961038961,1671.79487179487,1629.4842537654,1646.06946983547,1541.62924951892,1570.42487538571,1577.67923133777,1661.83932346723,1632.65236636023,1693.97781299525,1671.26789366053,1680.13157894737,1770.84639498433,1664.11417592974,1680.37283621838,1671.01854203708,2054.25912670007,1643.90441474281,1758.36846543002,1678.5656511189,1631.6807738815,1666.43192488263,1640.28846153846,1619.44006787056,1624.17786012043,1648.82108183079,1528.46960167715,1714.76510067114,1511.82191484763,1620.62062062062,1624.8286981056,1585.24106264349,1605.49450549451,1592.09770114943,1773.19162436548,1644.44444444444,1800,1671.56160458453,1595.28868360277,1555.15208677199,1591.7976760082,1505.51169146675,1745.51546391753,1726.92307692308,1666.44951140065,1702.51149628582,1756.46437994723,1603.00938879562,1644.40789473684,1744.06463642014,1691.522953607,1634.43668387489,1684.49442882432,1720.15086206897,1706.5780730897,1708.73170731707,1652.93190967968,1717.80916293489,1676.16159428138,1755.22388059701,1667.34992679356
"ko03440","2. Genetic Information Processing","2.4 Replication and repair","Homologous recombination",2136.06557377049,1963.39203739254,1972.64344262295,1990.45089254349,1977.71527736222,2002.71931458372,1943.40949033392,1927.51322751323,1908.88696083292,2009.34178250204,1914.20761744563,1962.68656716418,1966.6108611489,1935.3258299442,1923.4918200409,1930.61224489796,1910.63795072606,1955.33073929961,1989.44099378882,1934.8623853211,1953.80680108336,1972.84638974073,1902.26641009194,1923.82657120127,1934.77027793534,1932.51706142112,1970.85399449036,1964.94023904382,1909.76339407125,1973.54975028813,1997.61416528334,1940.40074557316,1900.78365519172,1904.86169321039,1900.77262693157,1919.71120788448,1981.05149829535,1992.0060331825,1901.46960587842,1942.89176702265,1913.75647995954,1910.19512195122,1924.70978441128,1915.51081282625,1939.4734683835,1947.90960451977,1940.59023120019,1967.12881410217,1926.82538747127,1900,1896.8085106383,1900.33584094573,1900.41138155639,1901.37889234033,1905.17599392251,1944.83925549915,1946.06299212598,1900,1900,1971.33867276888,1971.1038961039,1971.79487179487,1967.04701049749,1947.3491773309,1915.26619627967,1944.95608829812,1916.26016260163,1969.29175475687,1924.95743956418,1945.16640253566,1963.39468302658,1983.68421052632,2010.46539667229,1992.13668176204,1999.22769640479,1985.29337058674,2065.21116678597,1942.32482786553,1920.99494097808,1984.30843893233,1956.99314792422,1980.04694835681,1978.59615384615,1939.46188340807,1955.95182955072,1928.29403606103,1896.98113207547,1901.67785234899,1905.23017073698,1958.05805805806,1966.90850463523,1924.7294194818,1920.87912087912,1918.10344827586,1935.94543147208,1955.55555555556,1900,1927.07736389685,1918.06004618938,1912.40273520396,1929.46001367054,1901.53355602794,1937.26804123711,1934.61538461538,1944.95114006515,1924.83197736116,1989.44591029024,1902.58658210533,1957.27796052631,2015.5686761964,1985.59630799126,1920.54357728515,2182.54712069145,2044.76293103448,2012.15946843854,1985.82926829268,1976.75476982321,1975.16362383741,2045.82475901657,2201.49253731343,1955.34407027818
"ko03450","2. Genetic Information Processing","2.4 Replication and repair","Non-homologous end-joining",0,40.3972957182205,61.577868852459,59.4488550690958,63.7663814254084,69.6591544049171,37.9613356766256,0,0.396628656420426,7.27718724448079,0.0961191877928632,3.35309752606829,12.2632625300827,0,3.62985685071574,3.48139255702281,0,0,0,68.4141546526868,4.09268733072524,0.780596598829106,10.7761385503528,0,0,2.0875150541951,0,15.9362549800797,0.652706010334512,5.99308490203611,3.04657748266771,5.59179869524697,0.671704450041981,0.0745087082052715,0,1.74192069676828,6.02906872420599,0,0,2.63576459895478,1.92186117081806,3.21951219512196,2.7255029201817,15.8463832960477,2.69006807184451,0,2.39880059970016,20.6950073294818,0,0,0,0,0.411381556393556,0,0,0,25.1968503937008,0,0,0,0,0,5.84208124144226,0,0,17.184903868977,24.0946045824094,3.91120507399577,2.58767449778686,15.2139461172742,19.6319018404908,3.42105263157894,1.06100795755968,10.31974749554,0,13.3096266192532,0,3.24017820980154,6.53456998313659,1.88730115934214,7.9000403063281,9.85915492957746,1.15384615384615,1.45436916737365,0,33.4257975034674,11.9077568134172,0,0,0,0.282144296654575,15.742866513611,7.32600732600732,22.8448275862069,4.37817258883249,0,0,11.6045845272206,0,0,17.4982911825017,0,0,15.3846153846154,17.5895765472313,5.09373894587902,0,0,2.41228070175438,6.9608452454941,4.85790624240952,1.82204676586699,2.08268249505362,14.7413793103448,3.72093023255814,6.34146341463414,2.06546472956415,27.9710644161212,48.7382215964475,0,28.1112737920938
"ko02010","3. Environmental Information Processing","3.1 Membrane transport","ABC transporters",12644.2622950819,13672.0390618479,12653.3043032787,11536.6426529322,11999.3118305308,13005.4386291674,11605.330990041,9718.51851851854,9901.64848785325,12505.1921504497,9513.80511834675,11465.8488380018,13625.2798995501,10246.4485008985,10065.490797546,9474.10964385754,10044.2323380649,7882.64591439689,8060.24844720498,11104.1939711664,13951.3993379476,9750.29272372457,9222.69260922244,11448.6674622116,13972.0930232558,12297.5511842634,10485.6749311295,11574.3027888446,9464.45471852053,10647.4836726854,17230.8889105882,9060.91954022989,10122.1662468514,9597.37356803576,9242.9727740986,11014.6458858584,12831.4193432622,9447.05882352942,9354.69605878424,12065.9016890101,13023.0370464028,9324.65853658537,9472.932439253,9446.92393736018,12940.8759124088,9659.43502824858,10956.3007969699,12138.9897633624,14148.6963622741,9545,14481.914893617,9109.29607737775,9210.49022968804,9323.43359345403,9465.91035705243,9562.26734348562,14640.5511811024,9200,9200,15144.8798627002,11673.3766233766,15361.5384615385,14597.7179370151,12934.3692870201,14698.9737010905,12600.5221932115,13535.7723577236,14144.2389006342,12120.531154239,9719.80982567353,9085.37832310839,14247.3026315789,13052.1581866409,13562.9751612461,13107.6964047936,13487.5285750572,10183.2498210451,12702.2681247469,9790.61973018551,14116.0690212996,14841.394598952,13044.8356807512,12610.1346153846,12208.4111016846,10794.8587308939,12866.2968099861,14364.1928721174,11489.0380313199,14633.7151502053,15199.2992992993,12834.0790004031,13935.7166284028,14919.7802197802,13402.7298850575,9795.71700507614,13344.4444444444,9200,11667.2636103152,12998.5912240185,14068.8045272342,13913.3287764867,14328.256908594,9383.14432989691,11492.8571428571,8661.56351791531,10733.3569154581,8108.26737027265,13476.6399303612,9826.89144736841,10319.297700435,10746.9516638329,12278.0898876404,6182.4846402166,10009.1810344828,11663.6544850498,10706.487804878,7689.84771573604,8360.90251464003,11371.6668471786,11619.4029850747,15934.8462664714
"ko02060","3. Environmental Information Processing","3.1 Membrane transport","Phosphotransferase system (PTS)",320.765027322404,294.30765378516,286.193647540983,278.616246831646,283.69935970319,296.870925684485,305.741066198008,631.216931216931,633.92414476946,339.881439084219,651.59197404782,407.728480883255,341.843674793345,544.585264352596,584.790388548057,580.992396958784,644.982868330886,275.097276264591,280.434782608696,372.870249017038,295.275353596148,245.86005018121,670.985674577721,477.08830548926,293.306863301191,436.812525090325,255.371900826446,276.494023904382,612.809355452815,243.084902036112,300.393841747225,572.569120844983,609.487825356843,677.870913663034,691.372332597498,482.718313087325,296.841916382558,297.134238310709,688.857715430861,484.291448913126,299.456315589834,635.609756097561,615.026317686927,593.82923191648,373.583203477406,300,441.663378836897,273.135293610417,341.02691462583,679.09090909091,351.329787234042,673.696937130575,699.177236887212,691.211455413289,673.172955178526,280.541455160744,300,700,700,346.967963386728,312.662337662338,300,344.272021907805,343.144424131627,362.475946119307,323.617374792309,300.591278640059,310.887949260042,292.236976506639,279.793977812995,279.754601226994,286.315789473684,225.850012056909,295.320433648964,263.488681757656,283.566167132334,79.0264853256978,311.988659376266,572.575885328837,286.681046104071,291.858121725111,294.131455399061,296.192307692308,285.153314749727,293.561834182492,384.257975034674,344.696016771489,603.020134228188,346.088178085152,314.814814814815,319.105199516324,313.086257789439,322.710622710623,325.431034482758,600.824873096447,344.444444444444,700,463.681948424069,443.187066974595,363.829285545862,301.777170198223,338.278165806256,607.835051546392,443.956043956044,280.944625407166,431.269897417758,236.939313984169,298.625878256544,298.382675438596,290.677439403356,274.131649259169,285.499544488309,230.771633864417,283.728448275862,277.873754152824,286.170731707317,288.499912480308,296.899758870134,294.94205566988,320.89552238806,290.336749633968
"ko03070","3. Environmental Information Processing","3.1 Membrane transport","Bacterial secretion system",2033.33333333333,1967.03113262666,2071.20901639344,2155.27770721979,2126.91041828736,2275.58204507357,2078.32454598711,1350.26455026455,1175.38423401091,1802.90269828291,1092.98930674036,1708.83936481974,1799.74887517003,1381.65137614679,1299.41206543967,1338.83553421369,1099.11894273128,2620.54474708171,2281.05590062112,1606.94626474443,1866.05476978634,3362.14106495679,1061.57793457344,1711.77406523469,3694.1576857629,1492.53311922922,2706.22589531681,2427.68924302789,1144.46559695404,1885.26699961583,1611.95195781662,1433.24013668841,1321.41057934509,1055.43447890472,1016.34473877851,1473.48154939262,1990.81284765835,2303.77073906486,1021.17568470274,1426.2667575551,2500.51839676318,1235.53658536585,1247.60977720095,1321.14093959732,1629.50873451981,2423.16384180791,1538.483389884,1885.47838726764,1805.49826153574,1209.09090909091,1750.26595744681,1020.80870499731,1004.31950634213,1021.97136146678,1094.58597113193,2736.04060913706,1922.04724409449,1000,1000,1712.21395881007,2023.05194805195,1500,1794.97946143314,2079.89031078611,1612.37973059654,1882.74388796582,1742.12860310421,1810.14799154334,2547.08886618999,2495.32488114105,2455.21472392638,1877.82894736842,1919.77333011816,1800.65870728695,1845.75233022637,1804.21640843282,2205.58339298497,1982.94856217092,1404.19477234401,1985.46778107306,1725.87666263603,2028.87323943662,2140.40384615385,1904.83577748152,2489.39323761,1697.71151178918,1775.84905660377,1335.34675615213,1750.24854117139,1768.66866866867,1908.52478839178,1889.14398163332,1615.38461538462,1711.49425287356,1280.1078680203,1822.22222222222,1000,1512.46418338109,1525.57736720554,1639.94340957321,1689.47368421053,1680.47373215913,1242.68041237113,1864.01098901099,2601.79153094462,1974.60205164485,2737.81882145998,2496.07660262389,2547.21765350877,2662.24362958359,2403.44911343211,2524.23322198603,2836.05123398938,2895.51724137931,2172.09302325581,2017.75609756098,3046.63049186067,2515.70788839132,2101.42965450016,2102.98507462687,2052.26939970717
"ko02020","3. Environmental Information Processing","3.2 Signal transduction","Two-component system",8133.33333333333,7435.81504048077,7537.73053278688,7600.11511460118,7462.03698162886,8277.16520767369,7860.33977738722,5942.32804232805,5861.14278631631,7272.1586263287,5698.89462934038,6692.0466162339,7607.34540127656,6135.46770074718,6085.95347648262,6013.70548219288,5803.78528308044,7167.54863813229,7067.39130434782,6711.66448230668,7384.20102317183,10049.4842486758,5662.57572517996,6908.69132856006,7844.9801474759,6480.85106382979,9382.47933884297,7805.77689243028,5694.15284199076,6132.36650019209,7311.16752921264,6066.51133892514,6105.9333893087,5608.91310421906,5517.00699043415,6357.85010314004,7151.6059572941,7124.28355957768,5547.09418837676,6460.81193668106,8357.0615754204,5812.63414634147,5890.53284303122,5947.2408650261,7116.76371688674,7306.55367231638,6521.4866251085,6896.33156358172,9072.06502614011,5625.45454545455,9104.52127659575,5479.87641053197,5499.7943092218,5599.91666035305,5672.62598126108,9122.67343485618,7190.15748031496,5500,5500,7614.53089244852,8011.03896103896,7861.53846153846,8245.59561843907,8765.99634369287,8861.70622193714,8722.90529314029,7623.20768662233,7658.50951374207,8088.3214164113,7558.95404120444,7090.49079754601,7689.47368421052,7687.26790450928,7255.99011939069,7297.36351531292,7413.86842773685,7414.88904795992,7530.98420413122,6122.4915682968,7870.5850633594,7622.32970576381,7766.1971830986,7904.17307692307,7181.94158283845,7935.61834182492,7235.50624133148,9004.73794549266,6876.39821029083,9292.38167279015,8032.23223223222,8054.39338976219,7803.47654968842,7903.2967032967,7296.55172413793,6019.73350253807,8600,5500,6764.11174785101,8240.03464203233,8595.56708323509,7802.39234449761,9201.60947464319,6068.50515463918,7021.15384615384,7112.37785016286,7243.79200565971,7370.88830255057,8392.27756015669,7325.54824561403,7414.7296457427,7329.90041292203,8216.10993015488,7667.36436530251,7630.08620689656,7240.53156146179,7018.56097560976,7362.83913880623,7055.35652772993,7899.06855843172,8856.71641791045,6566.32503660322
"ko04014","3. Environmental Information Processing","3.2 Signal transduction","Ras signaling pathway",0,0.358901594190802,1.17827868852459,2.29688758221506,1.1309915624439,3.61333581672565,0.820152314001172,0,0,0.367947669664759,0,0.381653376950862,0,0.028374160597749,0.0255623721881391,0,0,0,0,0,0,0.0278784499581823,0,0,0,0.0802890405459655,0,0.398406374501992,0,1.88244333461391,0,0,0,0,0,0.320880128352051,0.0897182845863987,0,0,0.0681663258350375,1.3655329371602,0,0.360516259283294,0,0.155827113917822,29.3785310734463,0,3.00262383128642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50406504065041,0,2.17909431392577,0,3.37423312883436,0,0.530503978779841,5.73624262385069,0,0,0,0,0,0.754920463736856,2.98266827891979,0,0.576923076923077,0,3.33487725798981,0,0.50314465408805,0,0,13.8138138138138,1.1285771866183,9.31452935388652,0,4.31034482758621,0,0,0,3.58166189111748,0,0,10.5263157894737,0,0,6.59340659340659,0,0,0,0,0.575657894736842,22.8091982597887,1.06873937333009,0.0151837230488916,0.853899822971988,32.801724137931,0,0,0,8.88735790561488,18.4122170475468,0,0
"ko04013","3. Environmental Information Processing","3.2 Signal transduction","MAPK signaling pathway - fly",100,100.166930974042,98.155737704918,100.162133241098,100.406917599186,104.432855280313,99.062683069713,100,100,100,100,99.4820418455667,100,100,100,99.3997599039616,99.7389459944526,100,100,100,98.9768281673187,100,100,100,100,97.1095945403452,98.9531680440772,100,98.9665488169703,87.4375720322705,100,100,100,100,99.5401030169242,96.2411184964474,98.2774089359411,100,100,99.4243732485041,100,100,99.524118537746,98.6577181208054,99.7375543344542,100,98.7059102027933,89.0981657817909,97.7269474588115,100,96.8085106382979,97.6088124664159,100,100,100,100,100,100,100,100,100,100,100,100,100,99.525278898647,100,97.7801268498943,100,100,98.8752556237219,100,100,99.8902154521751,100,100,100,100,100,99.0833108654624,97.3397823458283,100,98.8461538461538,98.0608411101684,100,100,98.0712788259958,100,97.7523233196456,100,99.5566303909714,95.5395211544768,100,95.6896551724138,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.2682926829268,100,100,100,100,96.7789165446559
