,Tau,PC.O.32.2,X4.8.12.15.18.eicosapentaenoic.acid,X28.6.10Z.13Z.16Z.19Z.22Z.25Z.,GABA,LPC.O.18.0,Glu,X6Z.9Z.12Z.15Z.18Z.tetracosapentaenoic.acid,LPE.O.18.1,DGCC.16.0_22.6,Arachidonic.acid,ST.29.2.O5.3,SL.10.0.O.16.0.O
5d8f0565e843a5edcff5a59fb39d3c41,-0.714285714,-0.828571429,-0.885714286,-0.485714286,0.828571429,-0.428571429,-0.257142857,-0.657142857,-0.2,-0.828571429,-0.428571429,-0.314285714,-0.142857143
75d77bf07431f34c20195ae42ca2cae2,-0.942857143,-0.542857143,-0.6,-0.2,0.885714286,0.085714286,0.257142857,-0.6,-0.371428571,-0.6,-0.428571429,-0.028571429,-0.371428571
b81162fddd279b8aa60859ca04342bf5,-0.985610761,-0.260896966,-0.376851173,-0.202919862,0.927633657,0.231908414,0.550782484,-0.202919862,-0.144942759,-0.231908414,-0.057977104,-0.173931311,-0.376851173
e6270011ba3ad7f15e5e9bdae31bc79b,0.333947207,-0.212511859,-0.212511859,-0.394664881,-0.212511859,-0.698253252,-0.273229533,0.212511859,-0.212511859,-0.151794185,0.333947207,-0.576817904,-0.212511859
dad1940f0ee64b92020effb49374c42c,-0.880406274,-0.273229533,-0.151794185,0.212511859,0.758970926,0.394664881,0.51610023,-0.333947207,-0.394664881,-0.212511859,-0.212511859,0.273229533,-0.51610023
06fc21d488bb4e619743a79fdf5f4d28,-0.6,0.085714286,-0.085714286,-0.085714286,0.371428571,0.371428571,0.771428571,-0.085714286,-0.542857143,-0.085714286,-0.028571429,-0.085714286,-0.6
722d63433daeeb43b5fd57b14acfc81e,-0.576817904,-0.151794185,-0.576817904,-0.8196886,0.698253252,-0.273229533,0.212511859,0.151794185,0.394664881,-0.151794185,0.273229533,-0.880406274,0.091076511
438501a801587579f377932febc17de8,0.758970926,0.212511859,0.030358837,-0.212511859,-0.758970926,-0.273229533,-0.394664881,0.030358837,0.030358837,-0.030358837,-0.091076511,-0.151794185,0.333947207
c3584e8b2577ece80a25caf32e0645c1,-0.880406274,-0.51610023,-0.51610023,-0.212511859,0.941123948,-0.030358837,0.151794185,-0.333947207,-0.030358837,-0.394664881,-0.151794185,-0.151794185,-0.212511859
9d1762fa1ddeffdf07efa96afb54ed66,-0.885714286,-0.485714286,-0.371428571,0.085714286,0.771428571,0.2,0.371428571,-0.542857143,-0.6,-0.485714286,-0.371428571,0.2,-0.6
aafb59dafb52480a28ef61c02782b313,-0.758970926,0.212511859,-0.030358837,-0.030358837,0.51610023,0.637535578,0.880406274,-0.091076511,-0.273229533,0.030358837,-0.091076511,0.030358837,-0.394664881
b4e458454dbfbd0edcb0544f3b2777dc,-0.771428571,-0.257142857,-0.6,-0.371428571,0.6,0.257142857,0.371428571,-0.657142857,-0.371428571,-0.6,-0.6,-0.085714286,-0.2
f04306111fe437d89a219f95db2104c3,0.270449362,-0.777541914,-0.439480212,-0.03380617,-0.101418511,-0.777541914,-0.845154255,-0.507092553,-0.439480212,-0.676123404,-0.338061702,0.03380617,-0.135224681
7a10cdddeb7ffbb337348f89beb3521e,-0.985610761,-0.260896966,-0.376851173,-0.202919862,0.927633657,0.231908414,0.550782484,-0.202919862,-0.144942759,-0.231908414,-0.057977104,-0.173931311,-0.376851173
27b32011812b2d813be7876a9fc318d5,-0.289885518,0.115954207,-0.463816829,-0.753702346,0.202919862,-0.028988552,0.347862621,-0.057977104,0,-0.231908414,-0.057977104,-0.666736691,0.028988552
1930787479bb9ad89d941e288bdb7d23,-0.927633657,-0.202919862,-0.144942759,0.086965655,0.81167945,0.347862621,0.666736691,-0.144942759,-0.376851173,-0.115954207,0,0.057977104,-0.608759587
6472cd741467da50c1227401418ecd7a,-0.695725243,-0.115954207,-0.521793932,-0.347862621,0.49280538,0.376851173,0.405839725,-0.637748139,-0.289885518,-0.521793932,-0.637748139,-0.028988552,-0.086965655
5e05ebfa5f101585cec4861ce08ee4b5,-0.880406274,-0.273229533,-0.151794185,0.212511859,0.758970926,0.394664881,0.51610023,-0.333947207,-0.394664881,-0.212511859,-0.212511859,0.273229533,-0.51610023
bfc6223f569d7996c1937c024c7b334c,0.212511859,-0.698253252,-0.333947207,-0.151794185,0.030358837,-0.941123948,-0.637535578,-0.030358837,-0.333947207,-0.394664881,0.212511859,-0.333947207,-0.333947207
c305dfb57c2b8c9a96ad53ed7f94093a,-0.941123948,-0.333947207,-0.394664881,-0.091076511,0.880406274,0.273229533,0.394664881,-0.394664881,-0.151794185,-0.333947207,-0.273229533,0.030358837,-0.273229533
0833a7a67ce386629ea95b934d08c006,-0.6,0.085714286,-0.085714286,-0.257142857,0.485714286,0.142857143,0.771428571,0.257142857,-0.314285714,0.085714286,0.371428571,-0.428571429,-0.6
3b73a6a0172dcaf9b7f011a530e60af9,-0.898645105,-0.521793932,-0.550782484,-0.115954207,0.840668002,0.144942759,0.202919862,-0.637748139,-0.31887407,-0.579771036,-0.49280538,0.086965655,-0.289885518
31537c49356c527f6af732f47c3d7f87,-0.676123404,-0.540898723,-0.676123404,-0.507092553,0.845154255,-0.304255532,-0.135224681,-0.270449362,0.270449362,-0.439480212,-0.101418511,-0.439480212,0.101418511
8b81a0cec64fcfbbf9b9a45e41821b8d,-0.758970926,0.212511859,-0.030358837,-0.030358837,0.51610023,0.637535578,0.880406274,-0.091076511,-0.273229533,0.030358837,-0.091076511,0.030358837,-0.394664881
6cebfa834b33d62f33ceae9f34a90661,0.091076511,0.030358837,-0.455382556,-0.758970926,-0.091076511,-0.333947207,-0.030358837,-0.030358837,0.030358837,-0.273229533,-0.030358837,-0.698253252,0.151794185
e67d730135c0aa4bb75e5d0f474af994,-0.314285714,-0.942857143,-0.485714286,0.085714286,0.428571429,-0.6,-0.428571429,-0.542857143,-0.714285714,-0.714285714,-0.257142857,0.085714286,-0.6
e2ccdb62e996c7d768672016eb973e86,0.579771036,-0.057977104,-0.028988552,-0.289885518,-0.434828277,-0.666736691,-0.376851173,0.347862621,-0.028988552,0.028988552,0.405839725,-0.49280538,-0.028988552
87ec0631bba403f03a0210c08a62bfcc,-0.085714286,-0.257142857,-0.6,-0.6,0.028571429,-0.314285714,-0.085714286,-0.428571429,-0.371428571,-0.6,-0.371428571,-0.428571429,-0.085714286
f752835e07ed4409b784482470b440ae,-0.941123948,-0.333947207,-0.394664881,-0.091076511,0.880406274,0.273229533,0.394664881,-0.394664881,-0.151794185,-0.333947207,-0.273229533,0.030358837,-0.273229533
26e0b8e3522feeb476f39840176fd7aa,-0.394664881,-0.151794185,0.333947207,0.51610023,0.333947207,0.091076511,0.51610023,0.273229533,-0.637535578,0.212511859,0.455382556,0.212511859,-0.941123948
