,Tau,PC.O.32.2,X4.8.12.15.18.eicosapentaenoic.acid,X28.6.10Z.13Z.16Z.19Z.22Z.25Z.,GABA,LPC.O.18.0,Glu,X6Z.9Z.12Z.15Z.18Z.tetracosapentaenoic.acid,LPE.O.18.1,DGCC.16.0_22.6,Arachidonic.acid,ST.29.2.O5.3,SL.10.0.O.16.0.O
9dc59a5cb22389a68d821f1471d5df73,0.156174927,0.396501458,0.704,0.87174344,0.396501458,0.072396501,0.004804665,0.787172012,0.957154519,0.544093294,0.87174344,0.87174344,0.622787172
69c02a17ec051dacffd71a681c5ebf96,0.004804665,0.265702624,0.208,0.704,0.018845481,0.87174344,0.622787172,0.208,0.468478134,0.208,0.396501458,0.957154519,0.468478134
5d8f0565e843a5edcff5a59fb39d3c41,0.110787172,0.041562682,0.018845481,0.328723032,0.041562682,0.396501458,0.622787172,0.156174927,0.704,0.041562682,0.396501458,0.544093294,0.787172012
75d77bf07431f34c20195ae42ca2cae2,0.004804665,0.265702624,0.208,0.704,0.018845481,0.87174344,0.622787172,0.208,0.468478134,0.208,0.396501458,0.957154519,0.468478134
b81162fddd279b8aa60859ca04342bf5,0.000309086,0.617533817,0.46148284,0.699797968,0.007665844,0.658373571,0.257369332,0.699797968,0.78410837,0.658373571,0.913131785,0.741733928,0.46148284
e6270011ba3ad7f15e5e9bdae31bc79b,0.517700208,0.686030866,0.686030866,0.438739252,0.686030866,0.122839463,0.60035459,0.686030866,0.686030866,0.774057503,0.517700208,0.230732252,0.686030866
dad1940f0ee64b92020effb49374c42c,0.020598735,0.60035459,0.774057503,0.686030866,0.080141228,0.438739252,0.294583741,0.517700208,0.438739252,0.686030866,0.686030866,0.60035459,0.294583741
06fc21d488bb4e619743a79fdf5f4d28,0.208,0.87174344,0.87174344,0.87174344,0.468478134,0.468478134,0.072396501,0.87174344,0.265702624,0.87174344,0.957154519,0.87174344,0.208
722d63433daeeb43b5fd57b14acfc81e,0.230732252,0.774057503,0.230732252,0.045837141,0.122839463,0.60035459,0.686030866,0.774057503,0.438739252,0.774057503,0.60035459,0.020598735,0.86376297
438501a801587579f377932febc17de8,0.080141228,0.686030866,0.954475735,0.686030866,0.080141228,0.60035459,0.438739252,0.954475735,0.954475735,0.954475735,0.86376297,0.774057503,0.517700208
c3584e8b2577ece80a25caf32e0645c1,0.020598735,0.294583741,0.294583741,0.686030866,0.005097541,0.954475735,0.774057503,0.517700208,0.954475735,0.438739252,0.774057503,0.774057503,0.686030866
9d1762fa1ddeffdf07efa96afb54ed66,0.018845481,0.328723032,0.468478134,0.87174344,0.072396501,0.704,0.468478134,0.265702624,0.208,0.328723032,0.468478134,0.704,0.208
aafb59dafb52480a28ef61c02782b313,0.080141228,0.686030866,0.954475735,0.954475735,0.294583741,0.173260315,0.020598735,0.86376297,0.60035459,0.954475735,0.86376297,0.954475735,0.438739252
b4e458454dbfbd0edcb0544f3b2777dc,0.072396501,0.622787172,0.208,0.468478134,0.208,0.622787172,0.468478134,0.156174927,0.468478134,0.208,0.208,0.87174344,0.704
f04306111fe437d89a219f95db2104c3,0.604216677,0.068726941,0.383220913,0.949310063,0.848393815,0.068726941,0.034109423,0.304558785,0.383220913,0.140357387,0.512225259,0.949310063,0.798399319
7a10cdddeb7ffbb337348f89beb3521e,0.000309086,0.617533817,0.46148284,0.699797968,0.007665844,0.658373571,0.257369332,0.699797968,0.78410837,0.658373571,0.913131785,0.741733928,0.46148284
27b32011812b2d813be7876a9fc318d5,0.577351787,0.826848213,0.354164298,0.083523281,0.699797968,0.956529352,0.499253218,0.913131785,1,0.658373571,0.913131785,0.148089799,0.956529352
1930787479bb9ad89d941e288bdb7d23,0.007665844,0.699797968,0.78410837,0.869880379,0.049857585,0.499253218,0.148089799,0.78410837,0.46148284,0.826848213,1,0.913131785,0.199660189
6472cd741467da50c1227401418ecd7a,0.124789337,0.826848213,0.288343234,0.499253218,0.320632583,0.46148284,0.424662508,0.17307111,0.577351787,0.288343234,0.17307111,0.956529352,0.869880379
5e05ebfa5f101585cec4861ce08ee4b5,0.020598735,0.60035459,0.774057503,0.686030866,0.080141228,0.438739252,0.294583741,0.517700208,0.438739252,0.686030866,0.686030866,0.60035459,0.294583741
bfc6223f569d7996c1937c024c7b334c,0.686030866,0.122839463,0.517700208,0.774057503,0.954475735,0.005097541,0.173260315,0.954475735,0.517700208,0.438739252,0.686030866,0.517700208,0.517700208
c305dfb57c2b8c9a96ad53ed7f94093a,0.005097541,0.517700208,0.438739252,0.86376297,0.020598735,0.60035459,0.438739252,0.438739252,0.774057503,0.517700208,0.60035459,0.954475735,0.60035459
0833a7a67ce386629ea95b934d08c006,0.208,0.87174344,0.87174344,0.622787172,0.328723032,0.787172012,0.072396501,0.622787172,0.544093294,0.87174344,0.468478134,0.396501458,0.208
3b73a6a0172dcaf9b7f011a530e60af9,0.014888622,0.288343234,0.257369332,0.826848213,0.036057573,0.78410837,0.699797968,0.17307111,0.53790056,0.227783957,0.320632583,0.869880379,0.577351787
31537c49356c527f6af732f47c3d7f87,0.140357387,0.267777672,0.140357387,0.304558785,0.034109423,0.557699387,0.798399319,0.604216677,0.604216677,0.383220913,0.848393815,0.383220913,0.848393815
8b81a0cec64fcfbbf9b9a45e41821b8d,0.080141228,0.686030866,0.954475735,0.954475735,0.294583741,0.173260315,0.020598735,0.86376297,0.60035459,0.954475735,0.86376297,0.954475735,0.438739252
6cebfa834b33d62f33ceae9f34a90661,0.86376297,0.954475735,0.364143252,0.080141228,0.86376297,0.517700208,0.954475735,0.954475735,0.954475735,0.60035459,0.954475735,0.122839463,0.774057503
e67d730135c0aa4bb75e5d0f474af994,0.544093294,0.004804665,0.328723032,0.87174344,0.396501458,0.208,0.396501458,0.265702624,0.110787172,0.110787172,0.622787172,0.87174344,0.208
e2ccdb62e996c7d768672016eb973e86,0.227783957,0.913131785,0.956529352,0.577351787,0.3888653,0.148089799,0.46148284,0.499253218,0.956529352,0.956529352,0.424662508,0.320632583,0.956529352
87ec0631bba403f03a0210c08a62bfcc,0.87174344,0.622787172,0.208,0.208,0.957154519,0.544093294,0.87174344,0.396501458,0.468478134,0.208,0.468478134,0.396501458,0.87174344
